timestamp,tile,year1,dayofyear1,hour1,minute1,file1,h1,v1,year2,dayofyear2,hour2,minute2,file2,h2,v2
20190201_0000,h01v11,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h01v11/2019/032/HM08_AHI05_20190201_0000_GLBG_h01v11_02.hdf,1,11,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h01v11/2019/032/GO17_ABI05_20190201_0000_GLBG_h01v11_02.hdf,1,11
20190201_0000,h00v17,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h00v17/2019/032/HM08_AHI05_20190201_0000_GLBG_h00v17_02.hdf,0,17,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h00v17/2019/032/GO17_ABI05_20190201_0000_GLBG_h00v17_02.hdf,0,17
20190201_0000,h57v11,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h57v11/2019/032/HM08_AHI05_20190201_0000_GLBG_h57v11_02.hdf,57,11,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h57v11/2019/032/GO17_ABI05_20190201_0000_GLBG_h57v11_02.hdf,57,11
20190201_0000,h59v07,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h59v07/2019/032/HM08_AHI05_20190201_0000_GLBG_h59v07_02.hdf,59,7,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h59v07/2019/032/GO17_ABI05_20190201_0000_GLBG_h59v07_02.hdf,59,7
20190201_0000,h01v06,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h01v06/2019/032/HM08_AHI05_20190201_0000_GLBG_h01v06_02.hdf,1,6,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h01v06/2019/032/GO17_ABI05_20190201_0000_GLBG_h01v06_02.hdf,1,6
20190201_0000,h57v10,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h57v10/2019/032/HM08_AHI05_20190201_0000_GLBG_h57v10_02.hdf,57,10,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h57v10/2019/032/GO17_ABI05_20190201_0000_GLBG_h57v10_02.hdf,57,10
20190201_0000,h01v10,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h01v10/2019/032/HM08_AHI05_20190201_0000_GLBG_h01v10_02.hdf,1,10,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h01v10/2019/032/GO17_ABI05_20190201_0000_GLBG_h01v10_02.hdf,1,10
20190201_0000,h58v03,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h58v03/2019/032/HM08_AHI05_20190201_0000_GLBG_h58v03_02.hdf,58,3,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h58v03/2019/032/GO17_ABI05_20190201_0000_GLBG_h58v03_02.hdf,58,3
20190201_0000,h01v03,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h01v03/2019/032/HM08_AHI05_20190201_0000_GLBG_h01v03_02.hdf,1,3,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h01v03/2019/032/GO17_ABI05_20190201_0000_GLBG_h01v03_02.hdf,1,3
20190201_0000,h59v05,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h59v05/2019/032/HM08_AHI05_20190201_0000_GLBG_h59v05_02.hdf,59,5,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h59v05/2019/032/GO17_ABI05_20190201_0000_GLBG_h59v05_02.hdf,59,5
20190201_0000,h00v16,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h00v16/2019/032/HM08_AHI05_20190201_0000_GLBG_h00v16_02.hdf,0,16,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h00v16/2019/032/GO17_ABI05_20190201_0000_GLBG_h00v16_02.hdf,0,16
20190201_0000,h59v03,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h59v03/2019/032/HM08_AHI05_20190201_0000_GLBG_h59v03_02.hdf,59,3,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h59v03/2019/032/GO17_ABI05_20190201_0000_GLBG_h59v03_02.hdf,59,3
20190201_0000,h02v10,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h02v10/2019/032/HM08_AHI05_20190201_0000_GLBG_h02v10_02.hdf,2,10,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h02v10/2019/032/GO17_ABI05_20190201_0000_GLBG_h02v10_02.hdf,2,10
20190201_0000,h59v11,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h59v11/2019/032/HM08_AHI05_20190201_0000_GLBG_h59v11_02.hdf,59,11,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h59v11/2019/032/GO17_ABI05_20190201_0000_GLBG_h59v11_02.hdf,59,11
20190201_0000,h58v08,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h58v08/2019/032/HM08_AHI05_20190201_0000_GLBG_h58v08_02.hdf,58,8,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h58v08/2019/032/GO17_ABI05_20190201_0000_GLBG_h58v08_02.hdf,58,8
20190201_0000,h00v18,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h00v18/2019/032/HM08_AHI05_20190201_0000_GLBG_h00v18_02.hdf,0,18,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h00v18/2019/032/GO17_ABI05_20190201_0000_GLBG_h00v18_02.hdf,0,18
20190201_0000,h02v04,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h02v04/2019/032/HM08_AHI05_20190201_0000_GLBG_h02v04_02.hdf,2,4,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h02v04/2019/032/GO17_ABI05_20190201_0000_GLBG_h02v04_02.hdf,2,4
20190201_0000,h59v09,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h59v09/2019/032/HM08_AHI05_20190201_0000_GLBG_h59v09_02.hdf,59,9,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h59v09/2019/032/GO17_ABI05_20190201_0000_GLBG_h59v09_02.hdf,59,9
20190201_0000,h59v04,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h59v04/2019/032/HM08_AHI05_20190201_0000_GLBG_h59v04_02.hdf,59,4,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h59v04/2019/032/GO17_ABI05_20190201_0000_GLBG_h59v04_02.hdf,59,4
20190201_0000,h03v05,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h03v05/2019/032/HM08_AHI05_20190201_0000_GLBG_h03v05_02.hdf,3,5,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h03v05/2019/032/GO17_ABI05_20190201_0000_GLBG_h03v05_02.hdf,3,5
20190201_0000,h02v03,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h02v03/2019/032/HM08_AHI05_20190201_0000_GLBG_h02v03_02.hdf,2,3,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h02v03/2019/032/GO17_ABI05_20190201_0000_GLBG_h02v03_02.hdf,2,3
20190201_0000,h03v00,2019,32,0,0,/nex/projects/goesscratch/weile/AHI05_java/output/HDF4/h03v00/2019/032/HM08_AHI05_20190201_0000_GLBG_h03v00_02.hdf,3,0,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h03v00/2019/032/GO17_ABI05_20190201_0000_GLBG_h03v00_02.hdf,3,0
